"year";"survey";"prov";"wat";"count";"perc"
2009;"AIS 2009";"Tete";"Piped To Yard/Plot";9;1,65745856353591
2009;"AIS 2009";"Tete";"Protected Well";38;6,99815837937385
2009;"AIS 2009";"Tete";"Public Tap/Standpipe";98;18,0478821362799
2009;"AIS 2009";"Tete";"River/Dam/Lake/Ponds/Stream/Canal/Irirgation Channel";152;27,9926335174954
2009;"AIS 2009";"Tete";"Tube Well Or Borehole";57;10,4972375690608
2009;"AIS 2009";"Tete";"Unprotected Spring";30;5,52486187845304
2009;"AIS 2009";"Tete";"Unprotected Well";113;20,8103130755064
2009;"AIS 2009";"Zambezia";"Piped Into Dwelling";9;1,31386861313869
2009;"AIS 2009";"Zambezia";"Piped Into Neighbour'S Yard/Plot";50;7,2992700729927
2009;"AIS 2009";"Zambezia";"Piped To Yard/Plot";11;1,60583941605839
2009;"AIS 2009";"Zambezia";"Protected Spring";1;0,145985401459854
2009;"AIS 2009";"Zambezia";"Protected Well";45;6,56934306569343
2009;"AIS 2009";"Zambezia";"Public Tap/Standpipe";10;1,45985401459854
2009;"AIS 2009";"Zambezia";"River/Dam/Lake/Ponds/Stream/Canal/Irirgation Channel";87;12,7007299270073
2009;"AIS 2009";"Zambezia";"Tube Well Or Borehole";57;8,32116788321168
2009;"AIS 2009";"Zambezia";"Unprotected Spring";63;9,1970802919708
2009;"AIS 2009";"Zambezia";"Unprotected Well";352;51,3868613138686
2009;"IOF 2008-2009";"Cabo Delgado";"Agua Canalizada Dentro Da Casa";12;1,53846153846154
2009;"IOF 2008-2009";"Cabo Delgado";"Agua Canalizada No Quintal";66;8,46153846153846
2009;"IOF 2008-2009";"Cabo Delgado";"Agua De Fontanario";32;4,1025641025641
2009;"IOF 2008-2009";"Cabo Delgado";"Agua Do Poco Ou Furo Com Bomba Manual";168;21,5384615384615
2009;"IOF 2008-2009";"Cabo Delgado";"Agua Do Poco Protegido Sem Bomba";387;49,6153846153846
2009;"IOF 2008-2009";"Cabo Delgado";"Agua Do Rio, Lago, Lagoa";108;13,8461538461538
2009;"IOF 2008-2009";"Cabo Delgado";"Outro";7;0,897435897435897
2009;"IOF 2008-2009";"Gaza";"Agua Canalizada Dentro Da Casa";50;6,13496932515337
2009;"IOF 2008-2009";"Gaza";"Agua Canalizada No Quintal";128;15,7055214723926
2009;"IOF 2008-2009";"Gaza";"Agua De Chuva";13;1,59509202453988
2009;"IOF 2008-2009";"Gaza";"Agua De Fontanario";120;14,7239263803681
2009;"IOF 2008-2009";"Gaza";"Agua Do Poco Ou Furo Com Bomba Manual";196;24,0490797546012
2009;"IOF 2008-2009";"Gaza";"Agua Do Poco Protegido Sem Bomba";236;28,9570552147239
2009;"IOF 2008-2009";"Gaza";"Agua Do Rio, Lago, Lagoa";63;7,73006134969325
2009;"IOF 2008-2009";"Gaza";"Outro";9;1,10429447852761
2009;"IOF 2008-2009";"Inhambane";"Agua Canalizada Dentro Da Casa";56;6,97384806973848
2009;"IOF 2008-2009";"Inhambane";"Agua Canalizada No Quintal";31;3,86052303860523
2009;"IOF 2008-2009";"Inhambane";"Agua De Chuva";71;8,84184308841843
2009;"IOF 2008-2009";"Inhambane";"Agua De Fontanario";41;5,10585305105853
2009;"IOF 2008-2009";"Inhambane";"Agua Do Poco Ou Furo Com Bomba Manual";144;17,9327521793275
2009;"IOF 2008-2009";"Inhambane";"Agua Do Poco Protegido Sem Bomba";406;50,560398505604
2009;"IOF 2008-2009";"Inhambane";"Agua Do Rio, Lago, Lagoa";49;6,10211706102117
2009;"IOF 2008-2009";"Inhambane";"Outro";5;0,62266500622665
2009;"IOF 2008-2009";"Manica";"Agua Canalizada Dentro Da Casa";15;1,86567164179104
2009;"IOF 2008-2009";"Manica";"Agua Canalizada No Quintal";41;5,09950248756219
2009;"IOF 2008-2009";"Manica";"Agua De Fontanario";15;1,86567164179104
2009;"IOF 2008-2009";"Manica";"Agua Do Poco Ou Furo Com Bomba Manual";259;32,2139303482587
2009;"IOF 2008-2009";"Manica";"Agua Do Poco Protegido Sem Bomba";301;37,4378109452736
2009;"IOF 2008-2009";"Manica";"Agua Do Rio, Lago, Lagoa";173;21,5174129353234
2009;"IOF 2008-2009";"Maputo Cidade";"Agua Canalizada Dentro Da Casa";528;44,0366972477064
2009;"IOF 2008-2009";"Maputo Cidade";"Agua Canalizada No Quintal";436;36,3636363636364
2009;"IOF 2008-2009";"Maputo Cidade";"Agua De Fontanario";163;13,5946622185154
2009;"IOF 2008-2009";"Maputo Cidade";"Agua Do Poco Ou Furo Com Bomba Manual";17;1,41784820683903
2009;"IOF 2008-2009";"Maputo Cidade";"Agua Do Poco Protegido Sem Bomba";40;3,33611342785655
2009;"IOF 2008-2009";"Maputo Cidade";"Agua Mineral/Agua Engarrafada";10;0,834028356964137
2009;"IOF 2008-2009";"Maputo Cidade";"Outro";5;0,417014178482068
2009;"IOF 2008-2009";"Maputo Provincia";"Agua Canalizada Dentro Da Casa";133;14,7777777777778
2009;"IOF 2008-2009";"Maputo Provincia";"Agua Canalizada No Quintal";250;27,7777777777778
2009;"IOF 2008-2009";"Maputo Provincia";"Agua De Chuva";1;0,111111111111111
2009;"IOF 2008-2009";"Maputo Provincia";"Agua De Fontanario";91;10,1111111111111
2009;"IOF 2008-2009";"Maputo Provincia";"Agua Do Poco Ou Furo Com Bomba Manual";94;10,4444444444444
2009;"IOF 2008-2009";"Maputo Provincia";"Agua Do Poco Protegido Sem Bomba";137;15,2222222222222
2009;"IOF 2008-2009";"Maputo Provincia";"Agua Do Rio, Lago, Lagoa";45;5
2009;"IOF 2008-2009";"Maputo Provincia";"Outro";149;16,5555555555556
2009;"IOF 2008-2009";"Nampula";"Agua Canalizada Dentro Da Casa";44;2,79365079365079
2009;"IOF 2008-2009";"Nampula";"Agua Canalizada No Quintal";89;5,65079365079365
2009;"IOF 2008-2009";"Nampula";"Agua De Fontanario";162;10,2857142857143
2009;"IOF 2008-2009";"Nampula";"Agua Do Poco Ou Furo Com Bomba Manual";293;18,6031746031746
2009;"IOF 2008-2009";"Nampula";"Agua Do Poco Protegido Sem Bomba";628;39,8730158730159
2009;"IOF 2008-2009";"Nampula";"Agua Do Rio, Lago, Lagoa";358;22,7301587301587
2009;"IOF 2008-2009";"Nampula";"Outro";1;0,0634920634920635
2009;"IOF 2008-2009";"Niassa";"Agua Canalizada Dentro Da Casa";13;1,5970515970516
2009;"IOF 2008-2009";"Niassa";"Agua Canalizada No Quintal";32;3,93120393120393
2009;"IOF 2008-2009";"Niassa";"Agua De Fontanario";18;2,21130221130221
2009;"IOF 2008-2009";"Niassa";"Agua Do Poco Ou Furo Com Bomba Manual";278;34,1523341523341
2009;"IOF 2008-2009";"Niassa";"Agua Do Poco Protegido Sem Bomba";314;38,5749385749386
2009;"IOF 2008-2009";"Niassa";"Agua Do Rio, Lago, Lagoa";159;19,5331695331695
2009;"IOF 2008-2009";"Sofala";"Agua Canalizada Dentro Da Casa";59;6,93301997649824
2009;"IOF 2008-2009";"Sofala";"Agua Canalizada No Quintal";141;16,5687426556992
2009;"IOF 2008-2009";"Sofala";"Agua De Chuva";1;0,117508813160987
2009;"IOF 2008-2009";"Sofala";"Agua De Fontanario";103;12,1034077555817
2009;"IOF 2008-2009";"Sofala";"Agua Do Poco Ou Furo Com Bomba Manual";234;27,497062279671
2009;"IOF 2008-2009";"Sofala";"Agua Do Poco Protegido Sem Bomba";220;25,8519388954172
2009;"IOF 2008-2009";"Sofala";"Agua Do Rio, Lago, Lagoa";84;9,87074030552291
2009;"IOF 2008-2009";"Sofala";"Outro";9;1,05757931844888
2009;"IOF 2008-2009";"Tete";"Agua Canalizada Dentro Da Casa";4;0,520833333333333
2009;"IOF 2008-2009";"Tete";"Agua Canalizada No Quintal";71;9,24479166666667
2009;"IOF 2008-2009";"Tete";"Agua De Fontanario";104;13,5416666666667
2009;"IOF 2008-2009";"Tete";"Agua Do Poco Ou Furo Com Bomba Manual";204;26,5625
2009;"IOF 2008-2009";"Tete";"Agua Do Poco Protegido Sem Bomba";198;25,78125
2009;"IOF 2008-2009";"Tete";"Agua Do Rio, Lago, Lagoa";185;24,0885416666667
2009;"IOF 2008-2009";"Tete";"Agua Mineral/Agua Engarrafada";1;0,130208333333333
2009;"IOF 2008-2009";"Tete";"Outro";1;0,130208333333333
2009;"IOF 2008-2009";"Zambezia";"Agua Canalizada Dentro Da Casa";10;0,656598818122127
2009;"IOF 2008-2009";"Zambezia";"Agua Canalizada No Quintal";58;3,80827314510834
2009;"IOF 2008-2009";"Zambezia";"Agua De Fontanario";84;5,51543007222587
2009;"IOF 2008-2009";"Zambezia";"Agua Do Poco Ou Furo Com Bomba Manual";197;12,9349967170059
2009;"IOF 2008-2009";"Zambezia";"Agua Do Poco Protegido Sem Bomba";928;60,9323703217334
2009;"IOF 2008-2009";"Zambezia";"Agua Do Rio, Lago, Lagoa";242;15,8896913985555
2009;"IOF 2008-2009";"Zambezia";"Agua Mineral/Agua Engarrafada";1;0,0656598818122127
2009;"IOF 2008-2009";"Zambezia";"Outro";3;0,196979645436638
2011;"DHS 2011";"Cabo Delgado";"Borehole With Pump";122;9,55364134690681
2011;"DHS 2011";"Cabo Delgado";"Neighbor'S House";52;4,07204385277995
2011;"DHS 2011";"Cabo Delgado";"Piped Into Dwelling";10;0,783085356303837
2011;"DHS 2011";"Cabo Delgado";"Piped To Yard/Plot";54;4,22866092404072
2011;"DHS 2011";"Cabo Delgado";"Protected Well";111;8,69224745497259
2011;"DHS 2011";"Cabo Delgado";"Public Tap/Standpipe";126;9,86687548942835
2011;"DHS 2011";"Cabo Delgado";"Rainwater";7;0,548159749412686
2011;"DHS 2011";"Cabo Delgado";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";120;9,39702427564605
2011;"DHS 2011";"Cabo Delgado";"Tanker Truck";9;0,704776820673453
2011;"DHS 2011";"Cabo Delgado";"Unprotected Well";666;52,1534847298356
2011;"DHS 2011";"Gaza";"Borehole With Pump";156;13,1756756756757
2011;"DHS 2011";"Gaza";"Neighbor'S House";108;9,12162162162162
2011;"DHS 2011";"Gaza";"Piped Into Dwelling";22;1,85810810810811
2011;"DHS 2011";"Gaza";"Piped To Yard/Plot";167;14,1047297297297
2011;"DHS 2011";"Gaza";"Protected Well";72;6,08108108108108
2011;"DHS 2011";"Gaza";"Public Tap/Standpipe";248;20,9459459459459
2011;"DHS 2011";"Gaza";"Rainwater";58;4,89864864864865
2011;"DHS 2011";"Gaza";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";91;7,68581081081081
2011;"DHS 2011";"Gaza";"Unprotected Well";262;22,1283783783784
2011;"DHS 2011";"Inhambane";"Borehole With Pump";176;14,7157190635452
2011;"DHS 2011";"Inhambane";"Neighbor'S House";52;4,34782608695652
2011;"DHS 2011";"Inhambane";"Piped Into Dwelling";10;0,836120401337793
2011;"DHS 2011";"Inhambane";"Piped To Yard/Plot";109;9,11371237458194
2011;"DHS 2011";"Inhambane";"Protected Well";141;11,7892976588629
2011;"DHS 2011";"Inhambane";"Public Tap/Standpipe";148;12,3745819397993
2011;"DHS 2011";"Inhambane";"Rainwater";92;7,69230769230769
2011;"DHS 2011";"Inhambane";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";89;7,44147157190636
2011;"DHS 2011";"Inhambane";"Tanker Truck";10;0,836120401337793
2011;"DHS 2011";"Inhambane";"Unprotected Well";369;30,8528428093645
2011;"DHS 2011";"Manica";"Borehole With Pump";274;23,0058774139379
2011;"DHS 2011";"Manica";"Bottled Water";1;0,0839630562552477
2011;"DHS 2011";"Manica";"Neighbor'S House";73;6,12930310663308
2011;"DHS 2011";"Manica";"Other";5;0,419815281276238
2011;"DHS 2011";"Manica";"Piped Into Dwelling";18;1,51133501259446
2011;"DHS 2011";"Manica";"Piped To Yard/Plot";35;2,93870696893367
2011;"DHS 2011";"Manica";"Protected Well";147;12,3425692695214
2011;"DHS 2011";"Manica";"Public Tap/Standpipe";413;34,6767422334173
2011;"DHS 2011";"Manica";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";87;7,30478589420655
2011;"DHS 2011";"Manica";"Tanker Truck";1;0,0839630562552477
2011;"DHS 2011";"Manica";"Unprotected Well";137;11,5029387069689
2011;"DHS 2011";"Maputo Cidade";"Borehole With Pump";12;0,925212027756361
2011;"DHS 2011";"Maputo Cidade";"Bottled Water";32;2,46723207401696
2011;"DHS 2011";"Maputo Cidade";"Neighbor'S House";222;17,1164225134927
2011;"DHS 2011";"Maputo Cidade";"Piped Into Dwelling";341;26,2914417887433
2011;"DHS 2011";"Maputo Cidade";"Piped To Yard/Plot";498;38,396299151889
2011;"DHS 2011";"Maputo Cidade";"Protected Well";17;1,31071703932151
2011;"DHS 2011";"Maputo Cidade";"Public Tap/Standpipe";159;12,2590593677718
2011;"DHS 2011";"Maputo Cidade";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";2;0,15420200462606
2011;"DHS 2011";"Maputo Cidade";"Unprotected Well";14;1,07941403238242
2011;"DHS 2011";"Maputo Provincia";"Borehole With Pump";55;4,25038639876352
2011;"DHS 2011";"Maputo Provincia";"Bottled Water";12;0,927357032457496
2011;"DHS 2011";"Maputo Provincia";"Neighbor'S House";249;19,242658423493
2011;"DHS 2011";"Maputo Provincia";"Other";23;1,7774343122102
2011;"DHS 2011";"Maputo Provincia";"Piped Into Dwelling";48;3,70942812982998
2011;"DHS 2011";"Maputo Provincia";"Piped To Yard/Plot";523;40,4173106646059
2011;"DHS 2011";"Maputo Provincia";"Protected Well";48;3,70942812982998
2011;"DHS 2011";"Maputo Provincia";"Public Tap/Standpipe";164;12,6738794435858
2011;"DHS 2011";"Maputo Provincia";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";52;4,01854714064915
2011;"DHS 2011";"Maputo Provincia";"Tanker Truck";8;0,618238021638331
2011;"DHS 2011";"Maputo Provincia";"Unprotected Well";112;8,65533230293663
2011;"DHS 2011";"Nampula";"Borehole With Pump";7;0,502873563218391
2011;"DHS 2011";"Nampula";"Bottled Water";1;0,0718390804597701
2011;"DHS 2011";"Nampula";"Neighbor'S House";69;4,95689655172414
2011;"DHS 2011";"Nampula";"Piped Into Dwelling";19;1,36494252873563
2011;"DHS 2011";"Nampula";"Piped To Yard/Plot";42;3,01724137931034
2011;"DHS 2011";"Nampula";"Protected Well";64;4,59770114942529
2011;"DHS 2011";"Nampula";"Public Tap/Standpipe";303;21,7672413793103
2011;"DHS 2011";"Nampula";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";177;12,7155172413793
2011;"DHS 2011";"Nampula";"Tanker Truck";1;0,0718390804597701
2011;"DHS 2011";"Nampula";"Unprotected Well";709;50,933908045977
2011;"DHS 2011";"Niassa";"Borehole With Pump";229;19,1953059513831
2011;"DHS 2011";"Niassa";"Neighbor'S House";24;2,01173512154233
2011;"DHS 2011";"Niassa";"Piped Into Dwelling";11;0,922045264040235
2011;"DHS 2011";"Niassa";"Piped To Yard/Plot";22;1,84409052808047
2011;"DHS 2011";"Niassa";"Protected Well";116;9,72338642078793
2011;"DHS 2011";"Niassa";"Public Tap/Standpipe";124;10,3939647946354
2011;"DHS 2011";"Niassa";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";295;24,7275775356245
2011;"DHS 2011";"Niassa";"Unprotected Well";372;31,1818943839061
2011;"DHS 2011";"Sofala";"Borehole With Pump";191;14,6136189747513
2011;"DHS 2011";"Sofala";"Bottled Water";8;0,612088752869166
2011;"DHS 2011";"Sofala";"Neighbor'S House";125;9,56388676358072
2011;"DHS 2011";"Sofala";"Other";4;0,306044376434583
2011;"DHS 2011";"Sofala";"Piped Into Dwelling";64;4,89671002295333
2011;"DHS 2011";"Sofala";"Piped To Yard/Plot";130;9,94644223412395
2011;"DHS 2011";"Sofala";"Protected Well";45;3,44299923488906
2011;"DHS 2011";"Sofala";"Public Tap/Standpipe";271;20,734506503443
2011;"DHS 2011";"Sofala";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";153;11,7061973986228
2011;"DHS 2011";"Sofala";"Unprotected Well";316;24,1775057383321
2011;"DHS 2011";"Tete";"Borehole With Pump";220;18,3792815371763
2011;"DHS 2011";"Tete";"Bottled Water";1;0,0835421888053467
2011;"DHS 2011";"Tete";"Neighbor'S House";70;5,84795321637427
2011;"DHS 2011";"Tete";"Other";6;0,50125313283208
2011;"DHS 2011";"Tete";"Piped Into Dwelling";36;3,00751879699248
2011;"DHS 2011";"Tete";"Piped To Yard/Plot";45;3,7593984962406
2011;"DHS 2011";"Tete";"Protected Well";58;4,84544695071011
2011;"DHS 2011";"Tete";"Public Tap/Standpipe";130;10,8604845446951
2011;"DHS 2011";"Tete";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";359;29,9916457811195
2011;"DHS 2011";"Tete";"Unprotected Well";272;22,7234753550543
2011;"DHS 2011";"Zambezia";"Borehole With Pump";211;15,1689432063264
2011;"DHS 2011";"Zambezia";"Neighbor'S House";38;2,73184759166068
2011;"DHS 2011";"Zambezia";"Piped Into Dwelling";3;0,215672178289001
2011;"DHS 2011";"Zambezia";"Piped To Yard/Plot";20;1,43781452192667
2011;"DHS 2011";"Zambezia";"Protected Well";61;4,38533429187635
2011;"DHS 2011";"Zambezia";"Public Tap/Standpipe";35;2,51617541337168
2011;"DHS 2011";"Zambezia";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";380;27,3184759166068
2011;"DHS 2011";"Zambezia";"Unprotected Well";643;46,2257368799425
2015;"AIS 2015";"Cabo Delgado";"Borehole With Pump";21;3,45394736842105
2015;"AIS 2015";"Cabo Delgado";"Bottled Water";2;0,328947368421053
2015;"AIS 2015";"Cabo Delgado";"Neighbor'S House";38;6,25
2015;"AIS 2015";"Cabo Delgado";"Other";1;0,164473684210526
2015;"AIS 2015";"Cabo Delgado";"Piped Into Dwelling";10;1,64473684210526
2015;"AIS 2015";"Cabo Delgado";"Piped To Yard/Plot";39;6,41447368421053
2015;"AIS 2015";"Cabo Delgado";"Protected Well";112;18,4210526315789
2015;"AIS 2015";"Cabo Delgado";"Public Tap/Standpipe";112;18,4210526315789
2015;"AIS 2015";"Cabo Delgado";"Rainwater";3;0,493421052631579
2015;"AIS 2015";"Cabo Delgado";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";53;8,71710526315789
2015;"AIS 2015";"Cabo Delgado";"Tanker Truck";6;0,986842105263158
2015;"AIS 2015";"Cabo Delgado";"Unprotected Well";211;34,703947368421
2015;"AIS 2015";"Gaza";"Borehole With Pump";125;15,9235668789809
2015;"AIS 2015";"Gaza";"Bottled Water";1;0,127388535031847
2015;"AIS 2015";"Gaza";"Neighbor'S House";57;7,26114649681529
2015;"AIS 2015";"Gaza";"Piped Into Dwelling";12;1,52866242038217
2015;"AIS 2015";"Gaza";"Piped To Yard/Plot";214;27,2611464968153
2015;"AIS 2015";"Gaza";"Protected Well";49;6,24203821656051
2015;"AIS 2015";"Gaza";"Public Tap/Standpipe";126;16,0509554140127
2015;"AIS 2015";"Gaza";"Rainwater";12;1,52866242038217
2015;"AIS 2015";"Gaza";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";70;8,9171974522293
2015;"AIS 2015";"Gaza";"Tanker Truck";1;0,127388535031847
2015;"AIS 2015";"Gaza";"Unprotected Well";118;15,031847133758
2015;"AIS 2015";"Inhambane";"Borehole With Pump";163;26,9867549668874
2015;"AIS 2015";"Inhambane";"Neighbor'S House";28;4,63576158940397
2015;"AIS 2015";"Inhambane";"Other";1;0,165562913907285
2015;"AIS 2015";"Inhambane";"Piped Into Dwelling";59;9,7682119205298
2015;"AIS 2015";"Inhambane";"Piped To Yard/Plot";71;11,7549668874172
