"year";"survey";"prov";"wat";"sum_pop_weight";"perc"
2015;"AIS 2015";"Inhambane";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";124739367;5,65963450939319
2015;"AIS 2015";"Inhambane";"Tanker Truck";8784942;0,398587567838288
2015;"AIS 2015";"Inhambane";"Unprotected Well";638960378;28,9907051192886
2015;"AIS 2015";"Manica";"Borehole With Pump";670781055;26,8938299082336
2015;"AIS 2015";"Manica";"Neighbor'S House";107711251;4,31850011565556
2015;"AIS 2015";"Manica";"Piped Into Dwelling";20631829;0,827198227626988
2015;"AIS 2015";"Manica";"Piped To Yard/Plot";413722440;16,5875002694872
2015;"AIS 2015";"Manica";"Protected Well";122502988;4,91154974930289
2015;"AIS 2015";"Manica";"Public Tap/Standpipe";238741970;9,57195479102582
2015;"AIS 2015";"Manica";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";300675651;12,0550807976254
2015;"AIS 2015";"Manica";"Unprotected Well";619414780;24,8343861410426
2015;"AIS 2015";"Maputo Cidade";"Borehole With Pump";93173167;5,64029584495775
2015;"AIS 2015";"Maputo Cidade";"Bottled Water";61800696;3,74114372289499
2015;"AIS 2015";"Maputo Cidade";"Neighbor'S House";154583930;9,35783473020982
2015;"AIS 2015";"Maputo Cidade";"Piped Into Dwelling";319694445;19,3529028565657
2015;"AIS 2015";"Maputo Cidade";"Piped To Yard/Plot";990948820;59,9877056021052
2015;"AIS 2015";"Maputo Cidade";"Protected Well";16818799;1,01813649971649
2015;"AIS 2015";"Maputo Cidade";"Public Tap/Standpipe";11278967;0,682779310329932
2015;"AIS 2015";"Maputo Cidade";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";3621032;0,219201433220136
2015;"AIS 2015";"Maputo Provincia";"Borehole With Pump";23164613;1,3517480568936
2015;"AIS 2015";"Maputo Provincia";"Neighbor'S House";231035555;13,4818510693265
2015;"AIS 2015";"Maputo Provincia";"Piped Into Dwelling";292966240;17,0957548764326
2015;"AIS 2015";"Maputo Provincia";"Piped To Yard/Plot";921616490;53,7800178038201
2015;"AIS 2015";"Maputo Provincia";"Protected Well";36076811;2,10522658712959
2015;"AIS 2015";"Maputo Provincia";"Public Tap/Standpipe";112248662;6,55015953633272
2015;"AIS 2015";"Maputo Provincia";"Rainwater";1770945;0,103341742105316
2015;"AIS 2015";"Maputo Provincia";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";6893692;0,40227457138278
2015;"AIS 2015";"Maputo Provincia";"Tanker Truck";324362;0,0189278233670523
2015;"AIS 2015";"Maputo Provincia";"Unprotected Well";87580921;5,11069793320968
2015;"AIS 2015";"Nampula";"Borehole With Pump";503452011;7,33764869021252
2015;"AIS 2015";"Nampula";"Bottled Water";14455350;0,210682006778325
2015;"AIS 2015";"Nampula";"Neighbor'S House";619150010;9,02390925184241
2015;"AIS 2015";"Nampula";"Piped Into Dwelling";185988364;2,71071968267373
2015;"AIS 2015";"Nampula";"Piped To Yard/Plot";256541684;3,73901128699139
2015;"AIS 2015";"Nampula";"Protected Well";1095400954;15,9651112713018
2015;"AIS 2015";"Nampula";"Public Tap/Standpipe";1911457188;27,8588644507877
2015;"AIS 2015";"Nampula";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";1024265758;14,9283390142586
2015;"AIS 2015";"Nampula";"Unprotected Well";1250505840;18,2257143451536
2015;"AIS 2015";"Niassa";"Borehole With Pump";229770205;12,3283838268991
2015;"AIS 2015";"Niassa";"Neighbor'S House";56901217;3,05305051798895
2015;"AIS 2015";"Niassa";"Piped Into Dwelling";22722678;1,21919156558631
2015;"AIS 2015";"Niassa";"Piped To Yard/Plot";35128873;1,88484938571732
2015;"AIS 2015";"Niassa";"Protected Well";420181465;22,5449525862972
2015;"AIS 2015";"Niassa";"Public Tap/Standpipe";225795527;12,115121380742
2015;"AIS 2015";"Niassa";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";387635760;20,7987037932605
2015;"AIS 2015";"Niassa";"Unprotected Well";485613881;26,0557469435087
2015;"AIS 2015";"Sofala";"Borehole With Pump";759481756;25,2539348973152
2015;"AIS 2015";"Sofala";"Bottled Water";1653083;0,0549675487686877
2015;"AIS 2015";"Sofala";"Neighbor'S House";246970277;8,21214103914553
2015;"AIS 2015";"Sofala";"Piped Into Dwelling";110801647;3,68432494625099
2015;"AIS 2015";"Sofala";"Piped To Yard/Plot";422937388;14,0633177529449
2015;"AIS 2015";"Sofala";"Protected Well";258716223;8,60271178458867
2015;"AIS 2015";"Sofala";"Public Tap/Standpipe";530160820;17,6286615545605
2015;"AIS 2015";"Sofala";"Rainwater";4009884;0,133334801898501
2015;"AIS 2015";"Sofala";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";250936952;8,34403907542806
2015;"AIS 2015";"Sofala";"Tanker Truck";5012355;0,166668502373127
2015;"AIS 2015";"Sofala";"Unprotected Well";416699491;13,8558980967258
2015;"AIS 2015";"Tete";"Borehole With Pump";591154534;24,6466733540891
2015;"AIS 2015";"Tete";"Bottled Water";8478296;0,353480824544062
2015;"AIS 2015";"Tete";"Neighbor'S House";51386186;2,1424153388198
2015;"AIS 2015";"Tete";"Piped Into Dwelling";25616249;1,06800385575663
2015;"AIS 2015";"Tete";"Piped To Yard/Plot";90460531;3,77152001847702
2015;"AIS 2015";"Tete";"Protected Well";155573879;6,48625419853684
2015;"AIS 2015";"Tete";"Public Tap/Standpipe";23099051;0,963055735924451
2015;"AIS 2015";"Tete";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";1056425958;44,0449730350993
2015;"AIS 2015";"Tete";"Unprotected Well";396321844;16,5236236387528
2015;"AIS 2015";"Zambezia";"Borehole With Pump";603186813;16,0085610783615
2015;"AIS 2015";"Zambezia";"Neighbor'S House";83005068;2,2029521737763
2015;"AIS 2015";"Zambezia";"Piped Into Dwelling";18837076;0,499935468058281
2015;"AIS 2015";"Zambezia";"Piped To Yard/Plot";58914232;1,56358206285382
2015;"AIS 2015";"Zambezia";"Protected Well";540023691;14,3322135942248
2015;"AIS 2015";"Zambezia";"Public Tap/Standpipe";334096214;8,86690413748873
2015;"AIS 2015";"Zambezia";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";985351913;26,1512121004225
2015;"AIS 2015";"Zambezia";"Tanker Truck";9112789;0,241853164155167
2015;"AIS 2015";"Zambezia";"Unprotected Well";1135373704;30,1327862206589
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Canalizada Dentro  Da Casa";7711,60336303711;0,412901973950361
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Canalizada Na Casa Do Vizinho";114667,058776855;6,13961230721273
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Canalizada No Quintal";91864,0993652344;4,91867464876187
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Da Chuva";28372,6428222656;1,51915492485705
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";2076,044921875;0,1111575642441
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua De Nascentes N<c3>O Protegidas";71127,9574584961;3,8084004914516
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do  Furo";347666,576904297;18,6150932720966
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Fontan<c1>Rio";120707,083175659;6,46301301645152
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Po<c7>O Com Bomba Manual";166522,997741699;8,91613212438352
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Po<c7>O N<c3>O Protegido";558266,069259644;29,8912108332337
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";104150,986419678;5,57655079716465
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Rio, Lago, Lagoa";253578,039520264;13,5773156552937
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Em Garrafa";948,442199707031;0,0507823908986191
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Canalizada Dentro  Da Casa";28357,1315155029;2,02615751383315
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Canalizada Na Casa Do Vizinho";90543,0972442627;6,46943350764846
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Canalizada No Quintal";336429,96937561;24,0384014143456
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Da Chuva";34640,021484375;2,47507896810851
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";524,848815917969;0,0375011968829515
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do  Furo";186983,882888794;13,3602652677936
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Fontan<c1>Rio";214555,922943115;15,3303268763604
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Po<c7>O Com Bomba Manual";193610,445373535;13,8337426137657
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Po<c7>O N<c3>O Protegido";177408,765106201;12,6761094380535
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";59046,4776763916;4,21895509226652
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Rio, Lago, Lagoa";52783,7171325684;3,7714719141366
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Em Garrafa";524,848815917969;0,0375011968829515
2015;"IOF 2014-2015";"Gaza";"Outro";24143,0447387695;1,72505499992213
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Canalizada Dentro  Da Casa";10456,7452697754;0,70533207209433
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Canalizada Na Casa Do Vizinho";44633,5960845947;3,01064107417477
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Canalizada No Quintal";193747,29826355;13,0687111353764
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Da Chuva";62251,4325408936;4,19900559611241
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";25346,3363037109;1,70967002101221
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua De Nascentes N<c3>O Protegidas";23806,7238769531;1,60581954027743
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do  Furo";116409,37727356;7,85208639641406
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Fontan<c1>Rio";163663,012176514;11,0394552535695
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Po<c7>O Com Bomba Manual";272795,503631592;18,4006985797618
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Po<c7>O N<c3>O Protegido";374166,684509277;25,2384232459421
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";138738,884429932;9,35826419314902
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Rio, Lago, Lagoa";56512,3784179688;3,81189289211604
2015;"IOF 2014-2015";"Manica";"<c1>Gua Canalizada Dentro  Da Casa";17544,5240783691;0,920272300155337
2015;"IOF 2014-2015";"Manica";"<c1>Gua Canalizada Na Casa Do Vizinho";81268,4091186523;4,26281530667426
2015;"IOF 2014-2015";"Manica";"<c1>Gua Canalizada No Quintal";211135,046936035;11,0747794821512
2015;"IOF 2014-2015";"Manica";"<c1>Gua De Nascentes N<c3>O Protegidas";131355,33706665;6,89005171300392
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do  Furo";503731,781280518;26,4225124004309
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Fontan<c1>Rio";84771,7747650146;4,44657921769639
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Po<c7>O Com Bomba Manual";99306,5434265137;5,20897920806346
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Po<c7>O N<c3>O Protegido";430570,868347168;22,5849639251407
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";111923,706771851;5,87079402169892
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Rio, Lago, Lagoa";233881,452148438;12,2679088341688
2015;"IOF 2014-2015";"Manica";"<c1>Gua Em Garrafa";159,962493896484;0,00839059820255812
2015;"IOF 2014-2015";"Manica";"Outro";799,8125;0,0419529926135454
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Canalizada Dentro  Da Casa";212840,238876343;17,3078077911117
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Canalizada Na Casa Do Vizinho";118234,572006226;9,61463517120478
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Canalizada No Quintal";857341,564117432;69,7175641289178
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do  Furo";5167,86224365234;0,420241806137251
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do Fontan<c1>Rio";8182,68228149414;0,665401866167412
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do Po<c7>O Com Bomba Manual";5167,86245727539;0,420241823508715
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do Po<c7>O N<c3>O Protegido";2583,93115234375;0,210120905550263
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";3222,20336914062;0,26202412133807
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Em Garrafa";16994,4806365967;1,38196238606401
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Canalizada Dentro  Da Casa";111135,738250732;6,71292646752543
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Canalizada Na Casa Do Vizinho";211500,235992432;12,7752382305528
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Canalizada No Quintal";985938,273193359;59,5535804561266
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Da Chuva";6776,15023803711;0,409299465651845
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";5049,72564697266;0,305018326983411
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua De Nascentes N<c3>O Protegidas";5820,00610351562;0,351545539071381
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua De Nascentes Protegidas";3325,7177734375;0,200883165183646
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do  Furo";67948,4899291992;4,10428925612595
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Fontan<c1>Rio";67806,4035339355;4,09570681866295
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Po<c7>O Com Bomba Manual";28584,3919067383;1,72658160200415
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Po<c7>O N<c3>O Protegido";20567,9336547852;1,24236387310456
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";56836,2389221191;3,43307651148282
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Rio, Lago, Lagoa";77281,3662109375;4,66802251777464
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Em Garrafa";6977,60238647461;0,421467769749802
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Canalizada Dentro  Da Casa";15815,4680175781;0,321371856228385
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Canalizada Na Casa Do Vizinho";530131,701843262;10,77232800683
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Canalizada No Quintal";225930,569702148;4,59093126319221
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Da Chuva";9104,32568359375;0,185000787924348
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";29156,5539550781;0,592464026695391
2015;"IOF 2014-2015";"Nampula";"<c1>Gua De Nascentes N<c3>O Protegidas";10320,4057617188;0,209711653995148
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do  Furo";172187,209945679;3,49886093902033
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Fontan<c1>Rio";707163,185180664;14,3696250547436
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Po<c7>O Com Bomba Manual";400642,538726807;8,14109555351641
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Po<c7>O N<c3>O Protegido";1441536,05464172;29,2921535540682
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";285243,190307617;5,79616951226353
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Rio, Lago, Lagoa";1091424,86138916;22,1778598805041
2015;"IOF 2014-2015";"Nampula";"Outro";2580,10131835938;0,0524279110183063
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Canalizada Dentro  Da Casa";2574,01263427734;0,16023835453142
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Canalizada Na Casa Do Vizinho";41853,1195983887;2,60545536068644
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Canalizada No Quintal";37350,096282959;2,32513154375085
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Da Chuva";4326,02783203125;0,269305430840059
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";1835,85485839844;0,114286292829666
2015;"IOF 2014-2015";"Niassa";"<c1>Gua De Nascentes N<c3>O Protegidas";75729,01171875;4,71430950513185
2015;"IOF 2014-2015";"Niassa";"<c1>Gua De Nascentes Protegidas";6884,45568847656;0,428573596211454
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do  Furo";227055,913253784;14,1347658678567
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Fontan<c1>Rio";175395,356399536;10,9187744176727
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Po<c7>O Com Bomba Manual";212413,722747803;13,2232549909597
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Po<c7>O N<c3>O Protegido";436026,022888184;27,1436478244395
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";120311,74597168;7,48968981293157
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Rio, Lago, Lagoa";264609,529388428;16,4725670021582
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Canalizada Dentro  Da Casa";57569,9652557373;2,86237578874987
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Canalizada Na Casa Do Vizinho";169637,985336304;8,43439213350142
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Canalizada No Quintal";282448,494354248;14,043324991027
2015;"IOF 2014-2015";"Sofala";"<c1>Gua De Nascentes Protegidas";1046,63525390625;0,0520386523966984
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do  Furo";162744,225723267;8,09163475085991
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Fontan<c1>Rio";457708,647476196;22,7572510252079
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Po<c7>O Com Bomba Manual";173157,393508911;8,60937693155106
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Po<c7>O N<c3>O Protegido";329873,622360229;16,4012999798891
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";190067,960037231;9,45016945226365
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Rio, Lago, Lagoa";186684,931396484;9,28196543770666
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Em Garrafa";325,238800048828;0,0161708568467313
2015;"IOF 2014-2015";"Tete";"<c1>Gua Canalizada Dentro  Da Casa";23440,82081604;0,958358787433757
2015;"IOF 2014-2015";"Tete";"<c1>Gua Canalizada Na Casa Do Vizinho";88265,4729156494;3,60866167015047
2015;"IOF 2014-2015";"Tete";"<c1>Gua Canalizada No Quintal";124165,435058594;5,07640226073112
2015;"IOF 2014-2015";"Tete";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";1574,62158203125;0,0643771155398228
2015;"IOF 2014-2015";"Tete";"<c1>Gua De Nascentes N<c3>O Protegidas";86604,1879882812;3,54074139461621
2015;"IOF 2014-2015";"Tete";"<c1>Gua De Nascentes Protegidas";70070,6618652344;2,86478170141105
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do  Furo";467002,409042358;19,0930115447248
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Fontan<c1>Rio";128773,025665283;5,2647798342586
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Po<c7>O Com Bomba Manual";387506,357849121;15,8428805094161
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Po<c7>O N<c3>O Protegido";576792,921539307;23,5817068533937
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";107365,181808472;4,38953764708459
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Rio, Lago, Lagoa";384372,631759644;15,7147606812398
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Canalizada Dentro  Da Casa";16010,5991821289;0,339250940974801
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Canalizada Na Casa Do Vizinho";193956,275146484;4,10976804196424
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Canalizada No Quintal";203184,368347168;4,30530346609937
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Da Chuva";2441,96020507812;0,0517430539589347
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua De Nascentes N<c3>O Protegidas";72378,1140136719;1,53363050350591
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua De Nascentes Protegidas";8953,85400390625;0,189724529458383
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do  Furo";179522,713012695;3,8039331709638
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Fontan<c1>Rio";351345,995056152;7,44472196665649
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Po<c7>O Com Bomba Manual";545204,612060547;11,552420715884
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Po<c7>O N<c3>O Protegido";2012360,98504639;42,6402128984649
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";241121,075256348;5,10914992868461
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Rio, Lago, Lagoa";892057,292510986;18,9019331784649
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Em Garrafa";859,289184570312;0,0182076049196421
